pid	qid1	qid2	question1	question2	is_duplicate
15385	8655	809	Hola, he estado tratando de pagar mis cosas por semanas pero no aceptará mi tarjeta	He estado tratando de contactar a un vendedor pero él no me ha respondido	0
15387	1944	10632	¿Puede decirme cuándo solicitaré mi pedido? Me 2017-05-22 12:05 hola Ya he escrito dos veces que no ha recibido mi pedido. Y has hecho trampas dos veces	¿Puedes decirme cómo puedo verificar el estado del pedido?	0
15389	1126	11453	Quiero cambiar mi contraseña	Quiero cambiar mi nombre	0
15391	685	813	Compré un iteam ayer y me han cobrado el iteam que aparece en el extracto de mi tarjeta de crédito. Trato de averiguar por qué cuando ingreso en mi historial de compras no aparece el número de pedido o el número de seguimiento.	¿Por qué el pedido no se muestra en mi cuenta?	0
15393	9188	8442	pregunta y respuesta	En mi pregunta no puedo obtener una respuesta.	0
15395	3642	2513	Cómo verificar tu cuenta	Cómo verificar la cuenta?	1
15397	4058	9620	Qué pasa si cierro una disputa	¿Qué pasará si el vendedor aprueba la disputa?	0
15399	8122	10402	Un producto no coincide y no funciona	Mi producto no funciona	1
15401	5750	266	Estoy muy insatisfecho con este servicio de ayuda automática. Necesito una persona real	puedo chatear con una persona real	1
15403	337	2694	Quiero cambiar el tamaño	¿Puedo cambiar el tamaño que elijo antes?	1
15405	4997	7148	pedí un teléfono, está roto	¿Hay un teléfono que no puedo llamar	0
15407	6722	5249	el vendedor tiene otro comportamiento	¿Cómo sé si tengo que pagar impuestos de importación u otros impuestos?	0
6773	3665	8230	Querer hacer un pedido pero el sistema no lo pone en mi cesta	No puedo hacer mi pedido	0
15410	6551	8380	mi precio adelante	El proveedor cambia el precio inmediatamente después de hacer mi pedido. ¿Que puedo hacer?	0
15412	5081	1119	cuantos puedo agregar a mi carrito de compras	¿Cómo agrego artículos al carrito de compras?	0
15414	231	12029	quiero ser vendedor	Me pongo en contacto con un vendedor y quiero cancelar una compra.	0
15416	8468	10053	nombre del distribuidor Yvone Lee	mi nombre es	0
15418	5270	9349	Entonces me pongo en contacto con el vendedor y quiero que me devuelvan mi dinero	Quiero saber sobre la cantidad de dinero devuelto	0
15420	5113	4858	La cantidad de la factura no es la misma que para las órdenes	cantidad de envío es demasiado alta	0
15422	8291	9720	Solo quiero saber por qué no recibí nada después de más de 2 meses.	Pido algo hace 2 meses pero aún no lo entendí	1
15424	11920	5862	CÓMO QUITAR MI TARJETA	Quiero eliminar los detalles de mi tarjeta	1
15426	7390	10217	excedió el número de artículos	Pagué los artículos y no están en la lista de pedidos.	0
15428	9829	12031	cómo recuperar pedidos eliminados	mi vendedor borró su página	0
15430	1725	9878	La fecha límite ha expirado y no puedo abrir una disputa	¿Cómo puedo abrir una disputa sin un archivo adjunto?	0
15432	7669	8628	Quiero eliminar una apelación	me gustaría eliminar un pedido	0
15434	7036	6233	Parece que no puedo editar el nombre asociado a mi cuenta. No estoy seguro de cómo se convirtió en un nombre diferente al mío, pero no puedo encontrar cómo cambiarlo	parece que no puedo ordenar	0
15436	6607	12033	¿Puede por favor enviarme un número de teléfono para que pueda hablar con alguien es de 2 días y no se solucionó el problema?	Por favor, avíseme su número de teléfono de servicio	1
15438	191	12035	Puse la autorización y se aprobó, pero todavía no funciona	No recibí mi reembolso que fue aprobado	0
15440	9930	12037	Quiero seleccionar y mantener los productos en el Cart Box.	Estos productos no se pueden enviar al país que seleccione	0
15442	4857	1607	Nie conocerte también	He esperado demasiado para verificar mi dirección de correo electrónico ¿me pueden enviar una nueva?	0
15444	6426	12039	No puedo crear e iniciar sesión en la cuenta. no me deja después de ingresar el código	¿Cómo puedo iniciar sesión en la cuenta?	0
15446	2429	2483	Esto es más de 30 días, supongo. ¿Puedo dejar un comentario porque el vendedor es muy amable?	No puedo dejar un mensaje al vendedor	0
15448	4522	2413	no es un botón de chat ahora	El error de secuencia de comandos de Internet Explorer se produce cuando hago clic en Estoy en línea ahora.	0
15450	1644	1803	¿Debo tomar el paquete yo solo?	¿Cómo puedo protegerme del fraude?	0
15452	8790	6769	No necesito respuestas automáticas.	este chat es automático?	1
15454	2915	4438	cómo eliminar mensajes	¿Cómo elimino mensajes?	1
15456	6278	8187	cómo puedo vender un producto en tu sitio	¿Me puede ayudar a encontrar el producto en el sitio?	0
15458	4538	4538	número de servicio al cliente	número de servicio al cliente	1
15460	7029	6861	mi pedido aún está en proceso	Mi orden fue cancelada pero mi dinero aún se está reteniendo	0
15462	4729	9426	Yo se esto	Quiero saber el cupón	0
15464	649	12041	Lo sentimos, su transacción no pasó la verificación debido a razones de seguridad. La transacción ha sido cerrada.	Su banco rechazó la transacción	0
15466	4798	8123	mi cuenta no funciona	Mi TradeManager no funciona	0
15468	6035	9225	¿Cómo puedo contactar al servicio al cliente?	cómo contactar al servicio al cliente	1
15470	7045	12044	mi orden regresa a usted?	¿Cuándo devolverías mi dinero? El orden no ha llegado.	0
15472	1143	4079	usted no me puede ayudar	me puedes ayudar con el estado de la orden	0
15474	2154	12046	No tengo un problema de pago real.	No sé cómo usarlo.	0
15476	3776	4072	no puedo borrar la orden	No puedo hacer un pedido	0
15478	7873	12048	no me olvidé del código de acceso	¿Qué pasa si olvido mi cuenta de registro?	0
15480	12050	2674	Olvidé mi contraseña y respuesta de seguridad	Olvidé la contraseña de mi tarjeta agregada. ¿Que debería hacer?	0
15482	1332	11970	disputa abierta pero el vendedor se niega a devolver	El vendedor quiere hacer un pago parcial y me pide abrir una disputa	0
15484	89	12052	el número de color era L	elige el color	1
15486	3371	3007	¿Qué es la cuota de depósito en garantía?	¿Puedes decirme qué es FIDEICOMISO?	0
6947	2074	1093	cómo presentar una queja	¿Cómo presento una queja?	1
15489	2923	6000	emitió un reembolso, el artículo ha llegado	Quiero devolver el artículo para un reembolso	0
15491	11103	7864	Buenos días, me gustaría saber cómo ser un afiliado y vender los productos	Me gustaría saber sobre esta orden	0
15493	1502	6841	Cómo dejar comentarios en la tienda del vendedor	No puedo dejar comentarios.	0
15495	3799	11139	Pago por comprar con la tarjeta maestra, pero me enfrenté al siguiente error	Pagué a través de la tarjeta maestra, ¿cómo puedo recibir un reembolso?	0
15497	9095	3472	Pagué mi pedido varias veces, porque?	Tengo problemas para ser miembro, lo he intentado varias veces.	0
15499	7395	12054	contra reembolso disponible	Quiero efectivo contra entrega.	1
15501	8015	5840	Quiero que la línea de ayuda o atención al cliente no	Quiero número de teléfono de servicio al cliente	1
15503	7145	1053	Cancelé el pedido pero aún no he reembolsado mi dinero	Cancelé esta orden hace algunas semanas, pero aún no he recibido ningún reembolso.	1
15505	1402	12056	Escalar el juicio de AE	El día del juicio viene.	0
15507	9840	12058	Quiero el artículo, el vendedor no responde mis mensajes	¿Cómo cambio mi opinión sobre un artículo?	0
15509	325	3671	Presenté mi apelación hace 4 días y no tuve ninguna respuesta	No recibí ninguna confirmación después de haber pagado mi pedido	0
15511	2974	4442	Solo quiero eliminar la tarjeta de crédito del sitio	Mi tarjeta de crédito fue descontada de mi cuenta, incluso nunca te compré nada	0
15513	4979	2708	Espere. Quiero obtener un producto gratis para publicitar en youtube	Quiero saber si estoy en España, ¿cuánto tiempo espero?	0
15515	11974	9894	Si vendo aquí, ¿puedo obtener el pago enviado a mi cuenta de PayPal?	¿Cómo configuro mi cuenta de PayPal?	0
15517	4507	3155	Solicito una disputa	Solicito un reembolso pero el vendedor no responde.	0
15519	4320	3071	¿Cómo elimino mi dirección de correo electrónico de su lista de correo?	¿Cómo elimino elementos de mi lista de pagos requeridos?	0
15521	2112	12060	aquí tienes el número de pedido	estás aquí ahora	0
15523	2104	12062	¿Cómo puedo obtener la dirección de vendedores?	¿Cómo puedo obtener una factura?	0
15525	2555	2255	¿Qué es una apelación?	¿Por qué no puedo encontrar Mi apelación?	1
6947	2074	1093	cómo presentar una queja	¿Cómo presento una queja?	1
15528	7610	6024	por favor, responda a mi pregunta, porque no obtuve ningún reembolso, y en ese caso me comunico con mi banko para el reembolso	por favor tengo una pregunta	0
15530	3462	779	Hola Eva! necesito eliminar mi tarjeta de crédito anterior y registrar una nueva tarjeta de crédito	Necesito cambiar los detalles de mi tarjeta de crédito.	0
15532	179	1561	toma demasiado tiempo	¿Cuánto tiempo es el tiempo de procesamiento?	0
15534	2996	1615	¿Por qué son las respuestas automáticamente? No quiero hablar con el vendedor.	Quiero hablar con un empleado	1
15536	1406	12064	cómo usar paypal	¿Puedo usar PayPal?	1
15538	8908	12046	No entiendes, no tengo un número de orden, pero tomaste mi dinero	No sé cómo usarlo.	0
15540	7800	1169	cómo contactar a su vendedor	¿Cómo puedo contactarme con el vendedor antes de la compra?	0
15542	2986	12066	Quiero pagar con skrill	¿Puedo pagar con COD?	0
15544	6858	4935	Hice un pedido como invitado hace 4 horas pero no he recibido notificación	He realizado el pedido pero dijeron que la transacción se cerró.	0
15546	8553	11489	No fue una transferencia bancaria	¿Por qué mi transferencia bancaria no se recibe?	0
15548	9126	64	Hola, necesito saber cómo enviar el producto a argentina a través de UPS	hola necesito decirte algo sobre mi orden	0
15550	1628	1563	no se puede hacer un pedido?	Quiero hacer un pedido pero no puedo	1
15552	757	8039	¿Puedo hacer una pregunta?	¿Puedo hacerte una pregunta?	1
15554	5909	10717	me sugirieron que esperara un tiempo para la conformación	Espere mi reembolso y el vendedor nunca respondió	0
15556	4290	12068	No hemos recibido ninguna información sobre por qué este envío ha sido cancelado	No he encontrado ninguna información de seguimiento	1
15558	9213	11584	Hola, tengo un problema, quiero devolver la videocámara al servicio de garantía y el vendedor no responde a mi mensaje	Envié un correo electrónico al servicio al cliente. ¿Cuánto tiempo lleva responder?	0
15560	10079	5862	eliminar mi número de tarjeta	Quiero eliminar los detalles de mi tarjeta	1
15562	5667	9470	no puedo hacer mi pedido	Estoy tratando de hacer un pedido y sin suerte	1
15564	7433	6148	¿Necesitas ayuda en vivo por favor?	necesito algo de ayuda	0
15566	8542	3933	Lo he intentado tres veces y no recibo ninguna ayuda	Intenté pagar este pedido con una tarjeta de visita y sigo recibiendo un rechazo	0
15568	2139	8723	Pregunta sobre vender	Tengo una pregunta sobre mis cupones	0
15570	4359	2081	¿Cómo apelo mi pago?	¿Cómo averiguo si se realizó mi pago?	0
15572	1806	12070	Hola, quiero preguntar por qué mis pedidos están siendo cerrados	¿Por qué mi pedido fue cerrado?	1
15574	4278	6293	Quién eres	estas ahi	0
15576	10286	12072	y sé que tienes una gran base de mercado en Nigeria	¿Puedo obtener un descuento si mi pedido es grande?	0
15578	2378	10372	tengo un problema con el vendedor	Tengo quejas sobre un vendedor	1
15580	1806	12074	Hola, quiero preguntar por qué mis pedidos están siendo cerrados	Quiero saber por qué se carga mi tarjeta de crédito antes de que se reciban los pedidos	0
15582	7587	1279	¿Por qué no puedo ordenar?	¿Por qué no puedo hacer un pedido?	1
15584	792	12076	para mi teléfono	¿Puedo chatear contigo en mi teléfono celular?	0
15586	12078	5289	¿es posible exportar un informe de todas mis compras?	¿Por qué mi carrito de compras está vacío?	0
15588	723	847	¿puedes bailar para mí?	¿Me puedes ayudar?	0
15590	145	12080	querida, tengo que pagar una gran cantidad, pero no tengo los comentarios adecuados	No tengo ninguna función para reconsiderar los comentarios	0
15592	1122	12082	solo tengo un cajero automático para mi pago, por favor déjame saber la solución	No me deja continuar con mi orden	0
15594	7485	3721	¿Qué es un cupón selecto?	¿Cuál es el cupón para los miembros VIP?	0
15596	2215	5840	por favor, dame el número de teléfono del servicio al cliente tengo problemas para pagar por 2 días sé	Quiero número de teléfono de servicio al cliente	1
15598	8885	11266	hola, necesito cancelar mi pedido por favor y necesito que mi dinero sea reembolsado tan pronto como sea posible	Necesito el número de MTCN para ser reembolsado	0
15600	10091	7170	No estoy satisfecho con la disputa	Cancelo una disputa, ¿puedo reabrir la disputa?	0
15602	6662	3318	Cómo pagar utilizando el pago ideal	¿Cómo puedo pagar mis productos usando mis cupones?	0
15604	5875	2204	cómo rechazar la propuesta	¿Cuantos años tienes?	0
15606	9988	694	si un pedido ha regresado, ¿cuántos días tengo para obtener el reembolso?	¿Cuántos días para entregar el paquete?	0
15608	6315	12084	cómo pagar a través de Western Union	No hay opción de pagar Western Union	0
15610	6664	10237	Necesito una mochila con forma de cilindro, preferiblemente de vinilo o plástico o mochila con refrigerador, o una mochila con forma de lata alta con impresión en todo el reverso	¿Qué dirección puedo usar para volver a publicarla?	0
15612	4934	12086	Pago por comprar con la tarjeta maestra, pero me enfrenté al siguiente error. Lo sentimos, su transacción no pasó la verificación debido a razones de seguridad. La transacción ha sido cerrada.	El emisor de su tarjeta declinó la transacción.	0
15614	1122	12088	solo tengo un cajero automático para mi pago, por favor déjame saber la solución	No me deja enviar mi reclamo	0
15616	261	3574	cómo subir evidencia en disputa	no puedo subir una foto	0
15618	5812	5990	Olvidé mi contraseña y correo electrónico, y mi ID de inicio de sesión	Olvidé mi ID y contraseña de TradeManager, ¿qué puedo hacer?	1
15620	9596	9838	¿Cómo dejar comentarios sobre la aplicación?	¿Cómo dejo comentarios negativos?	1
15622	11369	4114	cómo usar la protección del comprador	¿Cómo uso el servicio de Protección del comprador?	1
15624	11822	4269	¿Puedo pagar a una cuenta? tal vez ellos puedan dármelo	Por favor hagamelo saber	0
15626	7190	664	cómo configurar la dirección de envío	¿Cómo puedo cambiar mi dirección de envío?	0
15628	11955	3818	cómo enviar imágenes usando la aplicación	¿Cómo usar el cupón de la aplicación móvil?	0
15630	6662	8964	Cómo pagar utilizando el pago ideal	¿Puedo pagar usando PayPal?	0
15632	9686	9540	El producto en el carrito desaparecerá. ¿Que puedo hacer?	¿Cómo puedo recuperar el artículo eliminado en el carrito de compras?	0
15634	11307	11572	Les quiero a un pueblo que habla español por favor	Yo no hablo inglés solo español	0
15636	7406	12090	Mi historia y desactivada por razones de seguridad ya que me pongo en contacto con usted sus servicios en nada hecho	¿Por qué mi pedido se cerró por razones de seguridad?	0
15638	6320	10310	cómo verificar el reembolso	cómo verificar el pedido?	0
15640	3361	12092	¿realmente así que tengo que estar en línea por otra media hora más?	Quiero poner la mitad en una y media en la otra	0
15642	4404	6253	Incluso informé al vendedor, pero aún no hubo efecto	He cancelado mi pedido ¿Cuánto tiempo tendrá efecto la cancelación?	0
15644	473	9375	Quiero confirmar que recibí la mercancía y estoy contento con ella, pero no puedo iniciar sesión	Acabo de recibir mi pedido y no estoy satisfecho con él.	0
15646	4955	4551	Han pasado 25 días desde mi pedido. cuando recibiré la orden	Mi pedido fue cerrado ya que el pago no se realiza a tiempo.	0
15648	10836	306	por favor respóndeme	No me responderás.	0
15650	3746	6948	Hace mucho tiempo olvidé cuál era mi contraseña. Traté de conseguir que alguien me ayudara a reventar que nadie lo haría. Dejé de comprar cosas en el sitio web.	Compraré desde otro sitio web	0
15652	6789	12094	compré cinco teléfonos celulares y ipad	Pagué y el vendedor desapareció	0
15654	7895	12096	mi demanda al no incluir nada que usted o su sistema escribieron	hacer productos, incluidos los derechos de importación?	0
15656	11261	1485	quien paga el impuesto	Tendré que pagar impuestos	1
15658	6232	1593	He recibido productos que no pedí. Hice un pedido de otra compañía que no parece estar conectado a usted	no recibí mi pedido	0
15660	8318	444	eres tu computadora?	¿Eres una persona o una computadora?	1
15662	269	7441	Necesito un cambio puede enviar un correo electrónico porque no localizo mi correo electrónico y necesito comprar	Necesito una dirección de correo electrónico, por favor	0
15664	10535	12098	Quiero hablar en portugués	Alguien en portugués?	1
15666	3198	6109	no puedo rastrear mis pedidos	Quiero rastrear mi orden	0
15668	3152	12018	Cómo cambiar el método de pago Ahora el sistema registra mi pago con Mastercard, pero debo pagar con mi visa.	¿Cómo puedo cancelar mi pedido? He realizado el pago a través de Visa.	0
15670	5878	8899	Cómo responder mi caso de disputa	Abro la disputa pero no obtengo respuesta. ¿Lo que pasa?	0
15672	2923	2401	emitió un reembolso, el artículo ha llegado	Accidentalmente confirmé la recepción del paquete, el paquete aún no ha llegado.	0
15674	1758	10713	Me puse en contacto con el vendedor pero aún no me respondió	¿Cómo puedo contactar al vendedor si ya no figura en la lista?	0
15676	4623	3705	Quiero chatear con un humano real	Quiero contactar a un humano	1
15678	3017	8113	no he recibido mi dinero	No he recibido mi dinero	1
15680	4550	12100	es mi tercera vez	¿Cuál es el tiempo de entrega a mi país?	0
15682	4342	8751	mi consulta es sobre el estado de mi pedido	Mi orden de estado es Null. ¿Lo que pasa?	0
15684	541	12102	Me gustaría lo más pronto posible	Me gustaría hablar con un asistente	0
15686	6670	3949	Hola, no puedo abrir mi cuenta	No puedo chatear con vendedores	0
15688	1160	5185	Me pregunto cuándo recibí mi pedido	Me pregunto si hay alguna respuesta para mi disputa escalada.	0
15690	9980	6920	¿Qué no puedo obtener cupones cuando cambio monedas?	¿Cuándo obtengo mis cupones?	0
15692	6706	270	necesita su ayuda urgente	necesito tu dirección de correo electrónico	0
15694	9309	1861	necesito ayuda con	Necesito ayuda.	1
15696	3662	821	cómo subir videos	dónde cargar el extracto de la tarjeta de crédito	0
15698	11244	10954	Tengo una compte que no conecté	¿Por qué estoy conectado a un robot?	0
15700	6792	1924	cómo verificar los comentarios?	¿Cómo consulto el Perfil de comentarios de un vendedor?	1
11538	389	490	cómo hago el pedido	Quiero hacer un pedido.	1
15703	11127	482	No importa que esta succión voy a ordenar a la luz en la caja	Nunca ordenaré de esta compañía otra vez	0
15705	4566	945	no, pagué con tarjeta y no me envió un correo electrónico sobre el número de pedido	Cambié la tarjeta que pagó el pedido	0
15707	6704	2736	hecho todo eso	esta solicitud se refiere al progreso, ¿cuándo se realizará el reembolso?	0
15709	4404	354	Incluso informé al vendedor, pero aún no hubo efecto	Pagué un pedido pero sigue mostrando el mismo estado	0
15711	1794	9484	No puedo abrir la orden de seguimiento	No puedo rastrear mi orden	1
15713	9864	12105	por favor envíeme un número de teléfono porque nadie puede ayudarme con mi problema	Por favor dame el número de línea de ayuda	1
15715	11889	9430	No puedo hacer una compra	¿Cómo puedo hacer una compra desde el estado de Washington?	0
15717	10472	11872	Desde esta tienda, Cómo encontrar la nave del producto desde EE. UU.	¿De qué ciudad vienes?	0
15719	3894	3627	Y qué día va a mejorar, no me estás ayudando.	Tu servicio al cliente no está ayudando	1
15721	1138	9902	¿Cómo voy a la atención al cliente?	¿Cómo puedo enviar un correo electrónico al servicio al cliente?	1
15723	8871	9854	¿Puedo pedir ayuda? Mi tarjeta de crédito expiró, ¿cómo puedo ingresar una nueva tarjeta en mi cuenta y pagarla? Me gustaría pedir nuevos productos y no es posible. Muchas gracias	Olvidé mi contraseña para mi cuenta. ¿Puedes hacer uno nuevo para mí?	0
15725	8523	12107	Solicito el reembolso de esta solicitud, ya que no he recibido	Cancelé mi solicitud de reembolso por error	0
15727	10069	7644	y usted envía un correo electrónico al vendedor con mi correo electrónico en copia	No puedo responder a un correo electrónico enviado por mi vendedor.	0
15729	2296	3627	No te molestes en ayudar. Esto no está ayudando.	Tu servicio al cliente no está ayudando	1
15731	1814	12109	¿cómo confirmo los bienes?	¿Cómo obtengo el manual de mis productos?	0
15733	663	4331	¿Cómo puedo cambiar los datos de mi tarjeta de crédito?	¿Cómo puedo cambiar mi nombre de contacto?	0
15735	7518	4380	cómo cambiar monedas por cupones?	¿Cómo puedo cambiar por un tamaño diferente?	0
15737	607	12111	Quiero usar otro método de pago	No puedo encontrar la unión occidental en el método de pago	0
15739	6057	7124	Hola, me gustaría saber que tengo 3 cupones pero no sé cuánto valen en francos gracias	He hecho 3 pedidos	0
15741	3636	10662	Mi disputa fue rechazada El artículo no funciona. Compré algunos de los artículos que se supone le permiten cargar su iPhone 7 y enchufar auriculares al mismo tiempo. No funciona, no hay audio cuando conectas los auriculares. Tienes que contar tu ve	Hago clic en abrir el botón de disputa pero no funciona	0
15743	71	12113	cancelé mi pedido con el vendedor ya	Ya pagué la orden	0
15745	11292	9442	Cuanto tiempo olvidé la contraseña	Olvidé mi cuenta pero tengo pedidos	0
15747	4610	4311	Hola tengo un problema	Tengo un problema con el cupón	0
15749	6320	10553	cómo verificar el reembolso	¿Cómo verificar las tiendas guardadas?	0
15751	4178	6982	¿tienes un numero de telefono?	Ustedes tienen un número de teléfono al que puedo llamar	1
15753	6031	4577	Cómo poner la tarjeta de crédito en la cuenta	¿Cómo pago con mi tarjeta de crédito?	0
15755	5511	12115	pago por orden	Cómo pagar por preventa	0
15757	3267	6540	puedo hablar con un equipo de servicio al cliente	¿Cómo puedo contactar al servicio de atención al cliente ruso?	0
15759	1806	6680	Hola, quiero preguntar por qué mis pedidos están siendo cerrados	Mis pedidos están cerrados y no sé por qué.	1
15761	2751	494	Tengo un problema al seguir uno de mis pedidos durante 15 días ahora	tengo un problema con un pedido	0
15763	8167	1723	Compré un producto y no lo recibí.	No recibí la factura	0
15765	8809	12117	El sneller me escribe que no es posible abrir una disputa y él no quiere	No me deja hacer clic en Disputa abierta.	1
15767	5008	10184	De hecho, de vez en cuando no puedo ir, sabes que cuando creé la cuenta escribí el correo electrónico equivocado, y ahora no sé cómo está allí si puedes verificarlo, solo sé cómo debería ser, He intentado todo, hay todos mis pedidos	No sé cómo puedo usar mi cupón	0
15769	10923	11111	¿Alguien puede ordenar desde este sitio?	¿Cómo puedo obtener servicio de reparación de su sitio?	0
15771	1376	5620	no puedo encontrarlo	¿Cómo encontrar el producto que quiero?	0
15773	2696	12119	sobre mi orden	esto es por orden	1
15775	3737	12121	¿Quien es tu novio?	¿Quien es tu persona favorita?	0
15777	9371	9592	Parece que una vieja apelación ha resurgido en mi cuenta. Toda la documentación ha sido enviada y la apelación fue satisfecha semanas atrás. ¿Puedes ayudarme a resolver este problema?	Mi cuenta ha sido desactivada ¿Que puedo hacer?	0
15779	9638	1017	no puedo iniciar sesión	No puedo iniciar sesión	1
15781	4802	4452	cuantos elementos agrego en mi lista de deseos	¿Cómo agrego productos a mi lista de deseos?	0
15783	5166	6000	Cómo devolver el artículo	Quiero devolver el artículo para un reembolso	1
15785	5291	12123	Cómo encontrar el barco del artículo de los EE. UU. En la tienda	¿Cómo puedo encontrar la dirección de una tienda?	0
15787	2960	3446	sí, hice múltiples pedidos	sí, necesito tu ayuda	0
15789	4404	12125	Incluso informé al vendedor, pero aún no hubo efecto	¿Puedo seguir usando los cupones después de pagar?	0
15791	3350	1991	antes de poner orden	Antes del sistema de verificación	0
15793	2886	5092	DE ESTO NO SE HAN HECHO, DEBES PAGAR	¿Podrías hacer un vestido por encargo?	0
15795	2569	12127	Cómo deshabilitar el inicio de sesión automático en el sitio ruso	quería inhabilitar mi cuenta	0
15797	6961	8508	no puedo iniciar sesión en mi cuenta	No puedo iniciar sesión en la cuenta	1
15799	5008	12130	De hecho, de vez en cuando no puedo ir, sabes que cuando creé la cuenta escribí el correo electrónico equivocado, y ahora no sé cómo está allí si puedes verificarlo, solo sé cómo debería ser, He intentado todo, hay todos mis pedidos	Quiero pagar todos los productos pero no sé cómo.	0
15801	5640	7191	Cómo cambiar la dirección de envío	¿Cómo configuro mi dirección de envío?	0
15803	3639	9724	Me enviaron un producto defectuoso. Ambos productos no son lo mismo. Solo exijo la tarifa.	la compañía no me dio un reembolso aunque le devolví el producto.	0
15805	1650	1941	Hola, ¿cómo puedo agregar fotos?	cómo puedo agregar a la lista de deseos	0
15807	5220	12132	Quiero ser un dropshipper	Quiero ir a la cama.	0
15809	2356	5840	cómo ningún número de teléfono he estado en este servicio durante más de una hora	Quiero número de teléfono de servicio al cliente	1
15811	4500	12134	Tengo que devolver el artículo a china	Estaba de vacaciones y mi orden fue enviada de regreso a China	0
15813	1908	12107	Buenos días. Hice todo el procedimiento de devolución de la solicitud, debido a la demora en llegar, pero ahora en la mañana, la solicitud acaba de llegar a mi casa. ¿Qué procedimiento seguir ahora? El reembolso aún no está en mi cuenta, puedo cancelar el reembolso yc	Cancelé mi solicitud de reembolso por error	0
15815	1900	5746	mi envío cancelado	¿Por qué mi pedido está cerrado por Sin envío?	0
15817	906	10051	He recibido mis productos pero tienen el tamaño incorrecto. ¿Cómo puedo intercambiarlos?	¿Cómo puedo intercambiar bienes que he recibido?	1
15819	2077	4937	cómo volver a abrir una disputa	¿Cómo abro la disputa?	0
15821	541	12136	Me gustaría lo más pronto posible	Me gustaría hablar con un representante	0
15823	7686	12138	Cómo ingresar en espera Envío utilizando la aplicación	¿Cuánto tiempo lleva un envío a mi país?	0
15825	10279	12140	¡Esta es la tercera vez que me comunico con usted para apelar su decisión!	Puedo tener su dirección	0
15827	800	4243	no estoy seguro de qué significa 25cm por 33cm	¿Cómo puedo estar seguro de que no me follarás?	0
15829	3371	12142	¿Qué es la cuota de depósito en garantía?	cuota de depósito cancelacion de la orden	1
15831	4072	7006	No puedo hacer un pedido	¿Cómo puedo hacer cambios en mi perfil?	0
15833	6961	3195	no puedo iniciar sesión en mi cuenta	¿Por qué no puedo iniciar sesión a través de Facebook?	0
15835	3938	11701	cómo ingresar el pedido para esperar el pago con la aplicación	¿Cómo pago mi pedido usando western union?	0
15837	7545	1717	Hola, vendedor, hablé con mi banco, sobre la cancelación de un pedido que hice por error, me dijeron que tenían que escribirles un correo electrónico con los detalles sobre el pedido y la cantidad para que puedan liberar el dinero antes, así que puede hacer un nuevo pedido fa	¿Cómo puedo encontrar los detalles de mi pedido?	0
15839	3869	9592	Hola, recibí un reembolso por un artículo que no se recibió y ahora se lo entregaron. ¿Qué puedo hacer para pagar?	Mi cuenta ha sido desactivada ¿Que puedo hacer?	0
15841	5631	5698	se acercó la semana pasada sobre un artículo que pedí la semana pasada que quería cambiar	Me gustaría eliminar mis comentarios para mi último pedido	0
15843	11889	11844	No puedo hacer una compra	¿Puedo comprar en efectivo en la entrega?	0
15845	4216	12144	Hola buenas tardes me gustaría hacer una pregunta, realicé mi pedido y esperé la confirmación del mismo, y la página me dijo que el seguimiento estaría disponible en 5-10 días. Los días han pasado y no puedo rastrear mi pedido, ¿qué está pasando?	me gustaría llamar tengo una pregunta	0
15847	4673	7138	No quiero mentir sobre mi razón, el artículo está dañado.	Quiero saber algo sobre mi orden	0
15849	1806	11424	Hola, quiero preguntar por qué mis pedidos están siendo cerrados	Quiero preguntar el precio	0
15851	8038	758	Tengo alguna pregunta. así que dime tu dirección de correo electrónico	quiero hacer una pregunta	0
15853	4757	1920	No puedo abrir disputa porque se entregó	Quiero abrir una disputa	0
15855	9230	3796	¿como lo hago?	¿CÓMO PUEDO HACER ESO?	1
15857	1888	8805	Necesito mi reembolso	Necesito una factura por mi compra	0
15859	2849	8863	Hola, necesito ayuda	Necesito ayuda aquí	1
15861	5051	12147	Cómo cambiar el código postal	¿Cómo puedo rastrear paquetes enviados por correo?	0
15863	587	11015	VEN A MI CAMA	¿El producto viene directamente a mi casa o va a la oficina de correos?	0
15865	3391	2803	necesita servicios artificiales	necesita llamar	1
15867	4417	4045	ha estado en estado esperando un reembolso desde el 7 de mayo	estado de solicitud de reembolso	1
15869	1172	12149	Mi disputa ha terminado, y ahora se acabó, ¿y ahora?	¿Hay cupón de descuento en mi cuenta ahora?	0
15871	1912	4470	Cómo seleccionar el cupón seleccionado	Solicitar compensación (SELECCIONE CUPÓN)	0
15873	309	5440	Quiero comprar algo producto pero no sé cómo pagar dinero	Quiero pagar con Euro?	0
15875	2569	10590	Cómo deshabilitar el inicio de sesión automático en el sitio ruso	¿Cómo funciona la transferencia bancaria en su sitio?	0
15877	8616	1802	cómo reportar un vendedor?	¿Cómo puedo reportar un vendedor de fraude?	1
15879	5894	6954	todavía no he recibido mi pedido	He pagado mi pedido por más de 7 días mediante transferencia bancaria, pero mi pedido aún está pendiente de pago.	0
15881	2001	11025	cómo agregar video a mi disputa	cómo agregar a mi favorito	0
15883	3076	12151	¿Cuál es el significado de órdenes canceladas finalizadas?	¿Qué puedo hacer si el pedido finaliza cuando devuelvo la mercancía?	0
15885	7836	8819	¿Cómo agregar video a la disputa?	cómo agregar amigos por TM	0
