pid	qid1	qid2	question1	question2	is_duplicate
23447	9479	13125	OK OK OK	Is the seller ok to buy from?	0
23449	5	13522	Hello! I have closed the dispute on may 21, 2017 and says that the refund will be made. When will be refunded the money?	My transaction was closed. When can I get the money back?	0
23451	6480	13524	You're a robot?	you good robot?	0
23453	6564	13526	i have paid for the order and money were taken from my card	I paid for my order but the payment is unsuccessful and my money was deducted	1
23455	2026	6630	how to put shipping information in the dispute	I forgot to put my name on shipping address	0
23457	2102	12823	how can I get sellers address	Can I get one receipt for orders of all sellers?	0
23459	10057	1355	I cannot upload video	I cannot upload attachment.	0
23461	880	7884	how to receive refund through Boleto?	Why can't I pay through Boleto?	0
23463	8018	3230	You can not talk about the subject of the seller! You'll get my imail.	Hope can talk with you again tomorrow.	0
23465	10067	5940	and you send a email to seller with my email in copy	You sent me an email canceling my payment because the seller was doubtful	0
23467	2563	12672	You are saying anything about my refund	I paid my purchase but it was saying that there was no payment	0
23469	3393	12120	Who is the seller	Who is your favorite person?	0
23471	8463	10697	respond on dispute	Buyer does not respond	0
23473	8413	2239	HI,I MAKE A ORDER AND I CAN'T TO PAY ,ALWAYS I HAVE THE SAME MASSAGE	I was charged twice for the same order	0
23475	4558	13190	How do I register a business account	Can I register an account for free?	0
23477	2000	2310	how to add video to my dispute	How to add video?	1
23479	5097	8345	I want a live chat	I want to speak with Live Chat	1
23481	8595	257	how to paid order?	how to delete paid order	0
23483	1280	5693	Hi Im having trouble placing an order Can you help me figure out whats wrong with your system?	can you help me?	0
23485	13528	11088	Close account and delete credit card	Do you close my account?	0
23487	896	11941	ship to syria	Do you ship to iraq	1
23489	2543	11112	order detail page	Is this page safe?	0
23491	637	13530	how to apply warranty	Apply for compensation (COUPON)	0
12727	7811	5470	what is my password i cannot understand what you sent me	I has sent you a copy of my credit card, my statement, my identity. What will happen?	0
23493	4718	3655	how to use store coupon	How do I use seller coupon?	1
23495	1430	12207	I think I double ordered. I need to cancel one of the orders	I want to change the order. Do I need cancel all orders and open new ones?	0
23497	4314	2805	I do not want to cancel my order	I want to cancel the order. There is mistake.	0
23499	3873	7668	how to remove feedback	How do I remove a seller from blacklist?	0
23501	9774	2717	how do I find a certain store?	How do I add it to store list?	0
23503	6370	8545	Can not you talk to me?	can you tell me	1
23505	2968	2571	how can i Appeal my orders that didn't go through for security reasons??	How can i go to checkout?	0
23507	167	5547	I have never bought anything	I cannot type anything	0
23509	11384	2929	How do I cancel my credit card details	How do I change my bank details?	0
23511	7718	3147	You're already putting this on all the time	The seller told me that it is not possible to send me the item.	0
23513	2012	4512	Please investigate my problem	There is a problem in changing my profile name	0
23515	1972	6081	The shipment ME requested did not come as it was replaced by another product	Can I get the product to come faster?	0
23517	6480	10953	You're a robot?	Why I am connected to a Robot?	0
23519	7368	3874	how to remove ideal payment detail	how to remove my order?	0
23521	12644	2688	I just wanted to know, is it possible to hold funds from being credited back to my account? An order of mine was recently cancelled and I would like to use those same funds and a topup to purchase something else.	i wanted to know the order status	0
23523	8327	9229	How do I tell the clerk?	How do I reorder?	0
23525	8551	13532	It was not bank transfer	The seller do not accept Bank Transfer	0
23527	7748	9963	can you send me phone number for customer support for USA?	Can you send me a price list?	0
23529	4985	13534	why to put card details again?	Why is my payment being verified again while it has been confirmed?	0
23531	3833	13536	I wanted to know more or less the day my products arrived?	I want to know more about bank transfer.	0
23533	2713	7216	Money has not been paid	My article has already been paid but it is marked as unpaid.	1
23535	8351	1149	The seller doesn't respond to me. What should I do?	The seller does not respond to me	1
23537	5296	2735	When will refund be done?	this request is on the progress, when will the refund be done?	0
23539	6205	5960	How to contact the seller	How do I find a seller?	0
23541	1568	8195	the order is under the wrong email	order sent to a wrong address	0
23543	3765	10989	exchange coins to coupons	pay with the coupons	0
23545	551	13538	Can I reopen a dispute	I want to reopen a dispute	1
23547	2078	9067	I can't find the iDeal icon in my payment options	Where can I find proof of payment of an order	0
23549	7939	11700	How to pay using Boleto	How do I pay for my order using western union?	0
23551	7220	6941	hey. is this online chat?	hey how r u?	0
23553	4357	12326	how do i appeal my payment?	How do I send my payment through bank transfer?	0
23555	359	11173	So where can I FOUND COUPONS I EXCHANGED? WHERE ARE THEY?	Where can I pick up my item?	0
23557	4443	12702	i sent a request but nothing came through	i want to close a request	0
23559	4016	7408	dispute is finished but the tea bags still haven't arrived	my orders got a finished" message but they have not arrived yet."	0
23561	11585	13540	I want to know, what happen with my causes?	what happen to my orders	0
23563	8090	3079	how many time take for delivery?	How many days will it take to deliver my package to UK?	1
23565	1906	11971	Good Morning. I did all procedure of refund of the request, because of the delay in arriving, but now in the morning the request has just arrived at my house. What procedure to proceed now. The refund is not yet in my account, can I cancel the refund and c	What can I do if seller do not respond to my cancel request?	0
23567	10534	1871	I want to speak in Portuguese	Can you speak Portuguese?	1
23569	8036	622	i have some question. so tell me your email address	I have a question on refund.	0
23571	6643	438	i did this all already and i was chatting with a member of your team and they said that it would be resolved by a day or so and it still has not been resolved	I paid for an order but it said that is still waiting payment	0
23573	5366	11835	I do NOT want to browse the site in Italian language. I WANT TO READ THE ORIGINAL ENGLISH DESCRIPTION for each item!!!!	Your site does not offer english language	1
23575	5593	3162	Hello. I bought a dress last month, I paid and it was already shipped. However, today I went to look at where the dress was and saw that the request had been canceled. What happened?	Why I had an order canceled?	1
23577	4910	13542	Hello, I've a problem with my Order. Can you help, please	Please help resolve my order issues	1
23579	6460	12686	The product came but I can not transfer the money to the seller	can I transfer the refund to my new order	0
23581	9423	4105	I want to know the width of this shoes as following	I want to know the mediation status.	0
23583	499	2093	At what time should I contact you to receive help?	If I returned the package to my provider, should I extend the processing time?	0
23585	6989	10009	Still not there either	Still not received a refund	0
23587	9753	3739	do you want watch voor me	You do not understand me	0
23589	3783	3493	add a friend	How to add a contact on TradeManager?	0
23591	6510	4553	I think I just ordered twice? same thing by mistake	Why I paid for same product twice?	0
23593	2653	10927	I am not satisfied with the dispute result	I am trying to open dispute but it is not going through.	0
23595	7929	13544	My received was hold in the customs	If my products are seized by the customs, who will be responsible for the payment of customs duty?	0
23597	3855	13518	l pay an extra to send the q s fast it turns out that now l am sent from china	i am ill now	0
23599	2623	4572	Hello The reimbursement has been made but it still does not exist I buy but not accepted	I have been charged but the order is still waiting for my payment	0
23601	4134	1859	i need to speak with someone	I need help.	0
23603	3735	10179	Who is your boyfriend?	Who is Lady Gaga?	0
23605	2171	13546	i did all of it	I did varies orders. Can you send it all together?	0
23607	4932	13548	I pay for buying with master card but i faced with below error Sorry, your transaction did not pass verification due to security reasons. The transaction has been closed.	I want to change feedback but transaction is closed now.	0
23609	8369	13550	how to change your email address	can you tell me your email address?	0
23611	3393	3736	Who is the seller	Who are you?	0
23613	2876	6195	I have try. I have a new card. I need to changed card number, How do I do?	I do not have a credit card	0
23615	7483	7531	What is select coupon	Why can't I use my select coupon?	0
23617	8461	8239	hello, can I pay when delivered?	When will I receive refund if I pay by Boleto?	0
23619	3275	937	I have new mail	i want your mail	0
23621	4018	3681	All my orders has this note, and it seems like its not sending..	Can you send my orders all together in the same delivery?	0
23623	7428	9877	i am trying to open a dispute but my attachment isn't loading	How can I open a dispute without an attachment	0
23625	8665	13234	Cancelled Orders what is meaning	What is the meaning of SWIFT CODE?	0
23627	2910	2377	I have already via this page and it was no problem.	i have a problem with the order	0
23629	7992	9505	I bought a product that was sent by China Post Registered Air Mail and the 20 days does not receive update how do I contact the service?	What is China Post Air mail?	0
23631	2242	6132	ship to iran	will you ship to my country?	1
23633	9386	13477	how can i add my product for sale	How can I trace my product?	0
23635	4247	7424	My order was stuck, so I opened a dispute. I won and got the refund, but now the item randomly arrived and I want to give the money back to the seller. What can I do?	I want my money back.	0
23637	4886	13552	I love you.	Do you love chocolate	0
23639	10814	13554	How to see the warranty	How can I see price in pounds?	0
23641	11142	3790	I want to know more about the product	Can I know more about Western Union?	0
23643	8567	3214	My app coins were not added. What can I do	How do I redeem my coins?	0
23645	8225	13556	what is order number	What is IBAN account number?	0
23647	3477	7083	delete wish list	Why my wish list is empty?	0
23649	4453	13558	How can I get express shipping on my order	How can I get free shipping for the XXX	0
23651	2494	8377	I made a purchase, send it to the wrong address, and it looks like it will return, how do I get my product	how can i return the product and get a bigger size	0
23653	1698	12523	I just sent an email to you to get my credit card verified	if I use my credit card will i get buyer protection?	0
23655	12885	1601	i do it but not working	I have received the order but item is not working	0
23657	10107	9290	I have forgotten my password &amp; when I try &amp; reset my password from the email it is not connecting or when I copy &amp; paste web site to brower, its not showing the site, I just want a new password so i can check my account, but nothing is working	Why I did not receive an email with my new password	1
23659	1054	5352	How old are you	How old is Jack Ma?	0
23661	11636	9214	The payment was by ticket	I already paid my ticket but it appears as I have not paid yet, what do I do?	1
23663	9587	170	I sent my documents	I cannot upload documents.	0
23665	7617	6322	I have not received my order..?	I have not received an email confirming my order	0
23667	1666	10851	i want to recover deleted orders	How can I recover my money?	0
23669	8902	13560	did you even give a answer	Can you give me a discount?	0
23671	6378	5161	annot find a way to submit my proof of credit card info and my identification, every link is a blank page, I am overwhelmed with the feed back process that every store requires? I would be more than happy to submit my information so order verification team	I cannot submit evidence to my case	0
23672	10224	10661	is the dispute for redemption does not work	I click open dispute button but it does not work	1
23674	1298	10769	I filled out the form for appeal but I can not send it	What can I do if the product is out of stock?	0
23676	10771	2874	I can't open dispute. Time is over	When can I open dispute?	0
23678	8930	9173	i am not received my order	According tracking information, my order delivered in USA but I am in Philippines.	0
23680	9993	4462	I prefer en Spanish	How can i change the Spanish language to english?	0
23682	3747	13562	hi how do I import items to my website for drop ship	How do I convert English website into Chinese?	0
23684	2713	13564	Money has not been paid	Why my order has not been paid?	1
23686	10647	11052	10 days are over	How do I use my $10 coupon?	0
23688	5099	2672	how reward points will be added	I forgot password of my added card. What should I do?	0
23690	221	1077	did not receive my refund	I did not receive my item. How do I get a refund?	0
23692	13566	4741	Hello Eva. Are you there?	Eva you suck	1
23694	1026	13298	is there anyone there?????	Can anyone be a member?	0
23696	3714	13568	Looking for suppliers	Why only Chinese suppliers	0
23698	12589	4943	how to see buyer protection	How to extend my buyer protection time?	0
23700	7972	563	my What is price	Supplier change the order price without my permission	0
23702	425	11985	I want to shipped order all at once	I want to cancel the order, but the sellers shipped it nevertheless	0
23704	7344	7194	I would be happy to talk to a person	can i have a person to talk to	1
23706	7795	92	my company put in dispute refund was made i still need the wright color of order company has wrong order number	I have a dispute and the company has done nothing to resolve the problem	1
23708	327	11074	I was charged for an item I thought I purchased but never received it and can't find a trace of in on my orders	I need to change my shipping address on recently purchased item.	0
23710	6799	1395	i am not able see dispute history	Am I able to sell things?	0
23712	3403	13109	i have to have a refund	i returned the product and have not received the replacement or refund	0
23714	1302	8900	What are you doing	how are you doing	1
23716	2016	644	I just want to know if my order has been sent	how do i know if my order has been shipped?	1
23718	5701	13570	:) I write in English	I'll write in English	1
23720	7103	4831	Are you able to help me	can you help me with	1
23722	4264	5637	how do I get discount from the seller	I have purchase items. How do I get discount coupon?	1
23724	6494	13222	We are receiving an error saying that the "Bank has declined our payment"	We are being asked for payment when it has already been made	0
23726	1354	2310	upload video evidence	How to add video?	1
23728	12604	13272	shipping courier to Germany?	shipping to the uk	1
23730	2068	8734	my order status is closed wahy???	Why my order is in Null status?	0
23732	5079	10473	how many can i add to my shopping cart	Why I cannot add item to Shopping Cart?	0
23734	6015	1505	I placed an order and a dispute was opened and still haven't got my refund for over a month now.	I have opened dispute for my order, but the supplier has rejected by refund request	0
23736	1672	8985	how to remove card?	how to remove old orders on my page?	0
23738	12453	10059	I talked to the saller	I left a feedback for a company and I want to change what I wrote	0
23740	10763	13572	Bank Konto BLZ	What is bank address?	0
23742	41	254	how to reply to dispute	how to check dispute reason	0
23744	339	823	how can I report fraud seller	How do I report a seller?	1
23746	8836	13574	Can I access my mobile orders on my PC so I can print out my orders?	I can not pay my orders in Boleto	0
23748	9212	2668	Hi, I have a problem, I want to return the camcorder to the warranty service, and the seller does not reply to my message	I have a problem with seller	0
23750	6430	12429	will all item be shipped together	Can I shipped the items together?	1
23752	11332	9852	hello, on april 29th i bought 2 different products. one i already received and one says the delivery was unsuccessfully. can you tell me what it means?	I have forgotten my password for my account. Can you make a new one for me?	0
23754	12049	4238	i forgot my password and security answer	How can I reset my security question?	0
23756	1684	92	I have been shown this message before. I went to a page and sat there. Nothing happened.	I have a dispute and the company has done nothing to resolve the problem	0
23758	5276	9949	trouble logging in	I have difficulties logging in	1
23760	3196	4455	i cant track my orders	Why my order take a long time to come and I cannot track orders?	0
23762	9687	2065	why are you not answering corret: go to hell	supplier is not answering my questions	0
23764	9417	11706	how to find a product	I cannot see the product what media find	1
23766	237	5516	my concern is to know the progress of my order.	I want to know about my order	1
23768	11325	4770	western union need copy of official reciepe before i pay my items can you please send me the copy	I have a problem with my order at customs. Can you sent me a copy of my invoice?	0
23770	3259	2871	I'm trying to place an order, can you assist?	will not accept debit how can I place order	0
23772	4526	4845	i dont get my order yet	I paid my order but the payment is not confirmed yet	0
23774	4345	13576	I have pay with the bank	I want to pay the bill via a bank transfer	1
23776	8120	6407	A product does not match and does not work	Payment does not work	0
23778	13578	12698	but i am after this period	i am confused as to who i am speaking with	0
23780	731	12162	Can I change the amount of variants of a product so I can import it to shopify?	Can I modify my dispute amount?	0
23782	651	774	I can't open dispute	I need open a dispute	0
23784	4700	11255	None of the above, the sellers each shipped my order to the wrong address. To two completely different addresses.	My order has been shipped to wrong country	1
23786	5811	3026	I forgot my password and email, and login id	I forgot my password	1
23788	9125	1977	Hi, I need to know how to send the producto to argentina via UPS	How can I contact you via email?	0
23790	3122	7907	how to check coupon?	The coupon offered on this item is not showing at check out	0
23792	8361	11728	I have not receive my money yet	When will I receive the money?	1
23794	8720	2269	Hello! I have a question about a delivery.	hello i need to ask about my order can you help?	0
23796	4998	5659	My Order List	I would like to see the order in My Orders list	1
23798	5855	6219	Why do i have to resubmit the documents i already submitted to you? WHY? WHY? WHY?	Why I do not return the money?	0
23800	5546	11046	I did not but anything	I cannot write anything in the box	0
23802	10317	13580	marked order by mistake as received	the order is	0
23804	2933	885	SPSR shipping method	wrong shipping method	0
23806	6048	13582	how do i find juggling clubs?	How do I find previous purchases?	0
23808	12226	9715	Hello, Is there a location where I can find the invoices of my purchases?	How can I get my shopping invoices?	1
23810	6189	6768	The chat button is not working	this chat is automatic?	0
23812	5877	13041	How to response my dispute case	Case NO dispute	0
23814	6746	13584	how to change currency in pkr.	How can I change the prices to local currency?	1
23816	687	9547	what is a buyer protection?	Is buyer protection free?	0
23818	6732	13586	urge seller to ship the ite,	The seller refuses to ship my order after I paid	1
23820	7344	4731	I would be happy to talk to a person	I want to talk to a person but not a robot	1
23822	1158	3191	I just wonder when I got my order	I wonder the status of my dispute	0
23824	2595	472	I had not receive my merchandise	I need to receive merchandise soon.	0
23826	5927	460	but it's written "delivery failed"	I have written seller different ways, but he still ignore me	0
23828	5753	9539	When i pay for an item in the shopping cart, you already have my credit card details saved, I'm not happy with that.	How can I recover the deleted item in the shopping cart?	0
23830	11243	12045	I have a compte I don't connected	I don't know how to use it.	1
23832	7091	6039	I want to group suppliers by country	Can I leave feedback for suppliers?	0
23834	2088	12813	I'm from Pakistan and want to re sell your products	I want to buy a lot of products	0
23836	10165	13290	the wedding gown i bought was too big for the bride, despite the fact that i put the size to follow	I have a big problem with customs because the package is seized counterfeit	0
23838	1141	4831	you can not help me	can you help me with	0
23840	4345	13588	I have pay with the bank	Why I have to pay the service fee for your bank?	0
23842	5927	9131	but it's written "delivery failed"	What's Eva mean?	0
23844	4427	438	I am waiting for payment verification?	I paid for an order but it said that is still waiting payment	0
23846	1464	1734	how to find the seller's store	How do I add seller store to favorite?	0
23848	4018	6417	All my orders has this note, and it seems like its not sending..	I bought from different sellers so my orders will be sent all together or not?	0
12503	7811	2672	what is my password i cannot understand what you sent me	I forgot password of my added card. What should I do?	0
23850	7647	7301	Can you cancel?	Why did you cancel the dispute?	0
23852	421	13590	dispute time is over	The timer for the time left before dispute seems strange.	0
23854	1060	6511	however, i tried to buy the same printer and paid it with the same credit card but its not working..	I paid twice for the same item. what can I do?	0
23856	1334	11917	do you have a solution for that	do you have a body	0
23858	11332	1605	hello, on april 29th i bought 2 different products. one i already received and one says the delivery was unsuccessfully. can you tell me what it means?	I have waited too long to verify my email address can you send a new one to me	0
23860	1141	9463	you can not help me	I realized that you can not help me	1
23862	2661	10242	That was 3 days ago. Prior to that everyone keeps telling me the same thing that I will receive an email within 24hr and my verification will be expedited.	I received an email telling my account has been deactivated. What happens?	0
23864	2921	12869	issued a refund, item has arrived	order has not arrived	0
23866	7617	7129	I have not received my order..?	My order was cancelled but I have not received my refund	0
23868	8170	6951	do you speak portuguese?	i need to speak portuguese	1
23870	5879	10282	I had placed an order for 17 items and I received two things and the rest of the orders got cancelled as payment was not made. But the money for all the 17 items have been taken from my bank.	When i will receive the money of the items cancelled?	0
23872	405	13592	what time is it in China?	What's the weather in China?	0
23874	9167	1509	I have questions about details of a product	I have few questions	0
23876	6330	4384	good morning I didnt get confirmation about cancel my order, status order is finished but no get email confirmation	I did not get a confirmation email	1
23878	982	4936	How to i open a dispute	How do I open dispute?	1
23880	6096	13594	I want to check if they were really ordered, if do i need to cancel one of them	i want to check the order	0
23882	4985	777	why to put card details again?	I need to change my credit card details.	0
23884	4033	10294	order not received seller not answer	The seller is not answer me	0
23886	193	869	how to open dispute in app	how can I open dispute if status is finished?	0
23888	2880	6382	payment is done. the seller does not answer.	Why my product does not arrive and my seller does not answer?	0
23890	6529	12714	can't view order	I want to view complaint center	0
23892	6126	13596	I want to buy a product, but want to use my DHL account instead of paying for the shipping fee. How can i do this	I do not want to close my account	0
23894	7262	13598	how to return item	I want to return item which is not as described	1
23896	10185	1007	how can I check order number	How can I search item by item number?	0
23898	5061	6291	are u men or woman?	r u there	0
23900	1928	2792	All the time you say that you are going to refund me but you don't do	you dont get what i say to you	0
23902	6791	10552	how to check feedback?	How to check saved stores?	0
23904	1274	7465	Where do I find settings to manage payment cards	How can I make a payment with 2 cards?	0
23906	7017	11579	How do I delete feedback	How do I delete my negative feedback?	1
23908	10248	10641	Kindly tell that i have ordered some goods but not received. I have have ordered tham a long time ago	I have filed a claim many weeks ago.	0
23910	5769	13600	I been on this line over one hour speaking in person is better is better for me as you can see this is hard	Is there a support line i can call?	1
23912	7923	13602	I can't get help from you	can I get deliveries from australia	0
23914	4564	9039	no, I paid via card and did not send me an email about the order number	i am talking about order number	0
23916	8263	12710	sir i have to purchase a product from you sir	Do you have the product in stock?	0
23918	6987	13473	sir how to buy	How to buy the goods in shopping cart?	0
23920	9274	12104	Hello, please help me ASAP	Please give me help line number	0
23922	3761	7484	i want coupon	I want to use this coupon, what is the code?	0
23924	5792	9788	talk to someone	i want to talk to someone	1
23926	6971	12104	Yes, but she does not respond so quickly, you can not watch help me please please	Please give me help line number	0
23928	8036	2821	i have some question. so tell me your email address	i have a question	1
23930	4692	8753	what does shipment cancelled mean	what does awaiting receipt mean	1
23932	3956	2013	my shipment is cancelled	I have a problem with my shipment	1
23934	11478	696	how to use rewards points	How to use coupon?	0
23936	2506	7880	how to advance search	Thanks in advance!	0
23938	5218	7151	I want to be a dropshipper	i want to chat	0
23940	4810	4590	items in one package	I want to have one transaction for 3 items, not separately.	0
23942	3801	11054	I made a request in January and I have not received yet, how do I do it?	How do I make a refund request?	0
23944	463	5931	the seller changed the shipping method?	How do I choose shipping method?	0
23946	8906	3810	You don't understand, I don't have an order number but you took my money	I don't know what to do for my weekend.	0
23948	7171	574	Can I be connected to a live operator, please.	i need a live representative please	1
23950	4344	3237	you're a computer?	are you a computer	1
23951	3765	13604	exchange coins to coupons	what is the exchange rate	0
23953	5939	13606	You refused my dispute on a product, while I sent the requested photos to the seller. How to challenge this decision?	Who will make a final decision for a dispute?	0
23955	4117	2710	how do i place the order	i just place an order	0
23956	4419	9033	what the fuck you talking about	What a fuck day!	1
23958	8062	7787	how to respond on dispute	How to add pictures to the dispute?	0
23960	7422	3377	Where to find a postal identifier	Where can I find previous orders?	0
23962	1148	3154	Yes but the seller does not respond	I request a refund but the seller does not respond.	0
23964	7091	4701	I want to group suppliers by country	I want to choose different suppliers for the products, but i want them shipped by combination to my delivery address.	0
23966	13000	8117	how to find deleted order	How do I find past order?	0
23968	2167	13608	I do not want partial refund, I want full refund	I want to request partial refund but I have not received the goods.	0
23970	4981	7005	how do i change my profile?	How can I make changes to my profile?	1
23972	1270	2083	can i speak with you in french?	can i speak with you from telephone?	0
23974	4796	6144	my account is not working	My address is not working	0
23976	6653	13610	which account the refund money	On which account to send the money?	1
23978	3489	9534	Hello, I want to open a dispute, but I can not upload photos or video	I want to open a dispute but the page does not work	0
23980	459	807	Hello, I have not been able to pay for some articles because it tells me that there is an error that I try later. can you help me	I have been trying to contact a seller but he has not answer me	0
23982	4606	6153	can i not give you my tracking number and you check?	you can check my order	0
23984	5268	7424	So i contact the seller i want my money back	I want my money back.	1
23986	4886	3941	I love you.	What is Love"?"	0
23988	3893	5770	And what day is going to get better you're not helping me.	seller harassing me to get better reviews	0
23990	2884	7784	OF THIS YOU HAVE NOT BEEN MADE YOU MUST PAY	made a purchase with you but my order was cancelled par failure to pay	0
23992	7627	13612	i ordered pokemon cards there fake	can I pay with two different visa cards	0
23994	8128	4084	Can I ever report abuse of card usage?	How can I report a fraud seller?	0
23996	13614	11965	I do not have the order number only the ticket	How do I print Boleto?	0
23998	3140	13616	How to get refund from Mercado pago	How to get a partial refund on my order.	0
24000	3841	5584	How do I change my email address	How do change my address?	0
24002	37	304	No, I need an answer from you.	You won't answer me.	0
24004	5769	7235	I been on this line over one hour speaking in person is better is better for me as you can see this is hard	I cannot figure out which seller is better	0
24006	491	4882	I have problem with you guys	I have a problem.	1
24008	9274	4647	Hello, please help me ASAP	can u please help me?	1
24010	5485	10773	How do I use my email address in new account	I have a coupon, how do I use it in my new order?	0
24012	7760	975	Where do you live Eva?	fuck eva you are hot	0
24014	1224	5845	OMG I keep losing the conversation wtf?	I clear the cookies still keep ask me log in	0
24016	1410	5215	credit card details	Credit card type	0
24018	7839	3988	via bank card	I cannot make the payment via credit card	0
24020	3387	1141	you not understand me to help us	you can not help me	1
24022	3557	9701	can i know my payment status	I wanna know the status of my case	0
24024	4708	4833	Can you talk to a human being?	How can I contact you for my transactions being canceled?	0
24026	1178	2973	I wanted to know about if using another credit card on the same account bring problem in making payments	I want to about Credit Card Refund	0
24028	2709	13618	unable to place an order	Why my order is unable to be shipped to Washington?	0
24030	3601	2472	add email address	How do I add shipping address?	0
24032	3622	3185	estimated time delivery	I want to know the delivery time of each shipping method	1
24034	12437	9505	Seller change shipping method from China Post Registered Air Mail to China Post Ordinary Small Packet Plus, without my permision so I can not international track package	What is China Post Air mail?	0
24036	87	3856	the color number was L	l am very disappointed with my order	0
24038	4859	13620	where is the "here?"	WHERE IS HANGZHOU	0
24040	8752	2107	What does "Waiting Receipt" means? Isn't payment OK?	What does The supplier has partially shipped your order" means?"	0
24042	2141	13622	fabric on children's clothes	What's your cup?	0
24044	315	446	how do i see coupon	How do I check my coupon?	1
24046	4449	3111	Add to Wish List Does not work	I am not able to add to my wish list	1
24048	1516	170	why I cannot upload photo in my dispute	I cannot upload documents.	0
24050	6529	3098	can't view order	my order can't go through	0
24052	8002	2848	yes i need help	I need help man.	1
24054	5769	9852	I been on this line over one hour speaking in person is better is better for me as you can see this is hard	I have forgotten my password for my account. Can you make a new one for me?	0
24056	4969	6816	what is coins	Will coins return when cancel preorder?	0
24058	581	13057	canceled no shipment	When the order will be canceled?	0
24060	8609	3885	It never get frozen it goes to pay and it is paid instantly	It never arrived	0
24062	8941	5035	you sent my password 4 times but does not show up	my password does not work	0
24064	3813	7144	I placed an order and canceled but I was deducted. can you confirm if my money will be reversed to my account?	I have canceled an order, when can I get my money back?	1
24066	2498	10957	How do I add evidence or respond to my dispute?	How do I add it to My Favorite Store?	0
24068	6484	4226	unable to set the shipping address	I am unable to change my email address. It says it is already in use.	0
24070	727	7374	how to remove credit card?	How to pay with credit card?	0
24072	10471	1465	From this store, How to find the product ship from USA	How can I find a store?	0
24074	11815	1129	upload picture on feedback	I cannot upload the attachment	0
24076	3913	7310	how to add photo	How to add video as my evidence?	0
24078	1690	9127	I need help with my appeal	I need help with my Visa	0
24080	1096	2046	i opened a dispute and the seller is stalking me	Can you escalate the dispute for me?	0
24082	3660	2747	how to upload videos	how do I upload my video in response to a mediation dispute?	1
24084	1310	13250	add videos on dispute	add TradeManager contact	0
24086	4632	6823	My products from the above order did not arrive, how do I?	How do I order from the same seller?	0
24088	2238	2990	Did I pay the order twice as I do?	I have been charged twice for my order	1
24090	2454	1311	upload evidence video	How to add video in my dispute?	1
24092	5757	760	remove card details	remove my name in the transaction	0
24094	5290	12491	How to find the item ship from USA in the store	how can I find what I recently bought from you?	0
24096	11883	2766	I do not want the product anymore I want my money back Please send me my refund	Please cancel my order. I do not want it anymore.	1
24098	2769	2604	I had received the order, I dont need refund.	i dont speak english	0
24100	1262	11744	Because my order never gets in hold always goes to paid instantly	I never used my coupon.	0
24102	7503	13624	how to check coupons?	How can I earn coupons?	0
24104	65	9588	How do I know whether my order has been shipped	How do I know that my order has been sent?	1
24106	7795	7722	my company put in dispute refund was made i still need the wright color of order company has wrong order number	i want the number for your company	0
24108	7996	6337	i opened a dispute	I opened a dispute and the seller did not respond, the dispute was closed.	0
24110	5653	11527	i need to raise dispute	I need to return product and need a return address	0
24112	1306	11646	i mistakenly cancelled my order after made the payment. But i want my order to be done. What can i do?	My order was cancelled. How do I retake it?	0
24114	8443	8449	i need online chat	i thought this was online help?	0
24116	3068	13626	how can I remove from cart?	How can I shop with cart?	0
24118	6904	8657	how do I reset password	I want to reset my password have not got the email	0
24120	11102	578	Good morning, I would like to know how to be an affiliate and sell the products	I would like to know the feedback of a seller.	0
24122	1980	13628	Hello, I'd like to join your affiliate program and I'd like to use my YouTube channel. Can I use my YouTube channel link for the website	Can I use my coupons in combined orders?	0
24124	8489	2665	i need my money back on my card today	How can I get back my money?	1
24126	11636	13630	The payment was by ticket	payment for services	0
24128	9459	9173	Is there any way to tell when my order will actually be delivered?	According tracking information, my order delivered in USA but I am in Philippines.	0
24130	2910	492	I have already via this page and it was no problem.	i have a problem with an order	0
24132	7553	1141	so please you can help me	you can not help me	0
24134	13262	12158	how to place order without paying it?	I have a coupon, I do not know how to use when paying new order	0
24136	11169	9871	hi eva. im having a problem with an order	hi miss Eva	0
24138	2539	260	how to upload picture to dispute	i do not know how to upload pictures	0
24140	11513	5011	The seller is a cheater!	The seller is a scammer	1
24142	3710	8010	I want to verify if my order was processed	I sent all materials to verify my credit card. What will happen?	0
12907	2573	4201	shipment was cancelled	What is Awaiting Shipment?	0
24144	6874	3837	how to leave additional feedback	How do I leave feedback for the seller?	0
24146	4981	3566	how do i change my profile?	How do I change my order?	0
24148	3634	11507	My dispute was refused. The item does not work. I bought a few of the items which is supposed to let you charge your iPhone 7 and plug in ear buds at the same time. It does not work, there is no audio when you plug in the ear buds. You need to tell your ve	Your Help Center does not work	0
24150	10858	12176	my order is not moving	this is my order no.	0
24152	4552	1624	Yes product same seller same item	Can I buy more than one item at the same time?	0
24154	9330	8024	one package for the order	Can I select multiple colors for one order?	0
24156	2935	1541	How do I cancel account?	How do I cancel my order?	0
24157	794	12045	i don't know where to find my barcode	I don't know how to use it.	0
24159	7811	8010	what is my password i cannot understand what you sent me	I sent all materials to verify my credit card. What will happen?	0
24161	2034	13632	after received item I found out it is not working	How can I take an item out my cart?	0
24163	3184	1986	how to chance shipping method?	Which shipping method is better?	1
24165	5145	11713	DO U SPEAK FRENCH PLEASE	could u please call	0
24167	11405	4924	i havent received my goods yet	not received order yet	1
